zoneId;data;temp_media;umidita_med;radSolareMedia;precipitazione
Zones ;Data;float;float;float;float
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 00:00;11.65;86.28;11.54;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 00:30;11.20;86.35;11.41;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 01:00;10.89;87.19;11.50;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 01:30;10.91;88.06;11.21;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 02:00;11.34;88.33;11.03;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 02:30;11.43;87.87;11.54;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 03:00;11.62;87.91;11.49;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 03:30;11.42;87.77;11.29;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 04:00;11.75;88.05;11.37;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 04:30;11.24;87.04;11.20;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 05:00;11.02;87.72;11.74;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 05:30;10.54;88.43;11.73;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 06:00;10.63;88.92;11.16;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 06:30;10.75;89.52;15.26;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 07:00;10.68;88.91;55.75;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 07:30;10.40;89.26;103.60;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 08:00;11.62;88.94;182.45;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 08:30;12.65;85.76;235.29;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 09:00;14.05;81.19;254.18;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 09:30;14.78;77.47;250.00;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 10:00;16.05;72.01;376.98;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 10:30;16.53;70.22;411.34;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 11:00;16.53;69.30;377.50;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 11:30;16.41;69.24;372.93;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 12:00;16.53;69.75;428.34;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 12:30;16.64;71.48;391.72;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 13:00;16.60;73.12;368.68;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 13:30;16.91;69.37;301.78;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 14:00;16.48;71.60;116.82;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 14:30;16.05;73.87;93.08;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 15:00;15.43;74.79;44.71;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 15:30;15.34;75.93;25.91;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 16:00;15.23;76.36;13.79;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 16:30;15.25;77.30;12.86;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 17:00;15.34;76.60;12.38;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 17:30;15.42;69.77;12.34;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 18:00;15.70;65.08;12.75;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 18:30;15.64;66.58;12.35;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 19:00;15.25;68.71;12.61;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 19:30;14.88;71.13;12.26;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 20:00;15.39;65.84;12.65;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 20:30;15.45;66.78;12.06;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 21:00;14.29;74.27;12.34;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 21:30;13.83;76.12;12.04;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 22:00;13.62;77.10;12.29;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 22:30;14.05;73.31;11.91;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/01/2024 23:00;14.06;73.93;11.22;0.20
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/01/2024 23:30;13.94;73.48;11.70;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 00:00;14.37;71.23;12.02;0.40
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 00:30;13.68;79.33;12.17;0.40
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 01:00;13.31;81.46;12.33;0.60
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 01:30;12.70;83.86;11.75;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 02:00;12.68;84.82;11.82;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 02:30;12.35;84.49;11.50;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 03:00;12.46;85.31;11.23;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 03:30;12.26;84.64;11.64;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 04:00;11.51;86.25;11.17;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 04:30;11.45;87.26;0.00;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 05:00;11.44;85.06;0.00;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 05:30;11.30;79.90;11.03;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 06:00;11.26;73.47;11.08;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 06:30;11.53;66.80;13.53;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 07:00;11.38;65.15;39.28;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 07:30;11.84;63.69;107.58;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 08:00;12.79;60.20;172.18;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 08:30;13.57;59.74;236.89;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 09:00;14.46;58.10;297.35;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 09:30;14.98;56.39;347.75;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 10:00;16.09;52.93;388.91;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 10:30;16.76;52.71;420.90;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 11:00;17.30;50.37;440.02;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 11:30;17.65;49.54;442.71;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 12:00;17.22;50.49;439.94;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 12:30;17.44;48.37;411.48;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 13:00;17.17;49.27;375.21;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 13:30;16.88;51.73;327.63;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 14:00;16.82;51.08;265.29;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 14:30;16.81;48.97;199.43;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 15:00;17.10;46.67;136.06;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 15:30;15.91;55.08;60.85;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 16:00;14.65;63.13;16.26;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 16:30;14.48;64.14;12.75;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 17:00;14.29;67.19;11.98;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 17:30;13.87;68.17;11.64;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 18:00;12.92;67.55;11.63;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 18:30;12.27;71.71;11.68;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 19:00;12.02;72.95;11.68;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 19:30;11.81;74.43;11.45;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 20:00;11.62;76.17;11.43;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 20:30;12.02;71.64;11.74;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 21:00;12.56;66.23;11.67;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 21:30;12.93;63.15;11.75;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 22:00;13.05;63.57;11.86;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 22:30;13.21;63.60;11.66;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/01/2024 23:00;13.32;64.52;11.85;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/01/2024 23:30;13.31;65.48;11.95;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 00:00;13.17;66.53;11.91;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 00:30;11.49;70.16;11.40;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 01:00;10.68;73.13;11.73;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 01:30;10.33;75.11;11.17;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 02:00;10.91;73.77;11.36;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 02:30;11.35;73.64;11.50;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 03:00;12.42;70.76;11.32;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 03:30;12.99;65.87;11.88;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 04:00;12.42;67.62;11.61;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 04:30;12.17;68.95;11.95;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 05:00;11.64;73.52;11.46;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 05:30;11.88;72.24;11.57;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 06:00;11.97;71.66;11.78;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 06:30;12.72;70.37;13.21;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 07:00;12.49;71.83;22.52;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 07:30;12.20;72.69;52.26;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 08:00;13.72;66.81;86.71;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 08:30;14.88;61.47;97.81;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 09:00;15.32;58.79;165.26;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 09:30;16.06;58.27;272.50;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 10:00;16.44;55.49;360.29;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 10:30;16.15;61.71;216.70;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 11:00;15.96;60.48;237.99;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 11:30;15.89;68.97;297.63;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 12:00;16.07;69.65;298.30;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 12:30;16.85;61.61;341.22;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 13:00;17.43;58.65;311.46;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 13:30;17.13;58.98;248.18;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 14:00;16.19;67.36;166.50;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 14:30;16.14;66.32;104.09;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 15:00;16.68;62.76;108.08;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 15:30;16.39;63.02;42.50;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 16:00;15.84;64.41;15.26;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 16:30;15.66;63.90;12.37;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 17:00;15.58;64.44;12.37;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 17:30;15.58;64.79;12.61;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 18:00;15.40;66.23;12.23;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 18:30;15.40;66.63;12.26;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 19:00;15.34;66.75;11.91;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 19:30;15.20;69.34;12.45;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 20:00;15.31;67.32;12.14;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 20:30;15.47;65.44;12.25;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 21:00;15.36;65.10;12.57;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 21:30;15.01;71.70;12.12;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 22:00;15.14;67.91;12.08;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 22:30;15.22;67.14;12.32;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/01/2024 23:00;15.15;65.91;12.22;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/01/2024 23:30;14.94;68.51;12.20;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 00:00;14.97;70.19;12.14;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 00:30;15.45;69.35;12.19;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 01:00;14.85;72.20;11.82;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 01:30;14.18;75.61;11.92;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 02:00;13.17;75.30;11.54;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 02:30;13.08;75.22;11.72;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 03:00;13.17;75.19;11.57;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 03:30;12.89;76.57;11.43;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 04:00;12.65;77.74;11.59;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 04:30;12.48;78.06;11.59;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 05:00;12.35;78.83;11.26;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 05:30;11.73;80.33;11.13;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 06:00;11.60;81.66;11.32;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 06:30;11.70;79.72;15.47;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 07:00;12.18;78.31;56.89;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 07:30;13.56;74.32;114.87;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 08:00;14.88;69.22;184.18;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 08:30;15.73;67.42;252.71;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 09:00;17.08;63.01;307.72;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 09:30;17.85;60.63;373.91;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 10:00;18.63;55.76;405.33;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 10:30;19.29;50.56;418.37;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 11:00;19.72;50.32;432.95;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 11:30;19.34;50.18;438.47;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 12:00;18.53;52.30;431.78;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 12:30;18.65;50.00;411.10;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 13:00;19.01;50.98;377.23;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 13:30;20.81;44.80;323.58;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 14:00;21.73;36.83;265.52;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 14:30;21.54;35.82;205.55;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 15:00;21.14;36.59;130.86;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 15:30;20.17;39.42;63.10;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 16:00;18.86;41.97;17.91;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 16:30;18.34;46.96;13.94;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 17:00;17.72;51.90;13.38;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 17:30;17.26;52.90;13.45;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 18:00;16.02;56.30;12.93;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 18:30;14.76;62.18;12.30;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 19:00;14.13;65.67;12.08;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 19:30;13.97;66.67;11.84;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 20:00;13.48;68.13;11.79;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 20:30;13.21;67.65;12.05;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 21:00;13.11;68.82;11.73;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 21:30;12.88;69.41;11.62;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 22:00;12.31;73.92;11.32;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 22:30;12.10;74.71;11.52;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/01/2024 23:00;12.20;71.97;11.52;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/01/2024 23:30;12.36;68.72;11.52;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 00:00;12.31;68.57;11.63;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 00:30;11.99;70.21;11.68;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 01:00;11.60;70.43;11.81;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 01:30;11.50;69.24;11.59;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 02:00;11.71;70.04;11.26;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 02:30;11.89;70.53;11.49;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 03:00;11.07;72.41;11.57;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 03:30;11.07;75.26;11.00;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 04:00;11.55;74.91;11.40;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 04:30;11.95;75.13;11.23;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 05:00;11.26;76.51;11.05;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 05:30;10.87;79.03;11.19;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 06:00;11.12;80.42;11.19;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 06:30;11.54;79.92;21.05;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 07:00;11.88;78.78;68.47;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 07:30;12.62;78.41;140.57;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 08:00;13.20;78.37;161.64;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 08:30;14.32;76.40;197.14;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 09:00;15.75;72.97;309.38;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 09:30;16.25;72.26;285.32;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 10:00;16.31;73.70;268.25;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 10:30;16.10;75.17;263.45;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 11:00;15.84;78.64;199.28;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 11:30;15.81;81.02;212.68;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 12:00;15.51;81.03;144.20;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 12:30;15.54;79.97;152.30;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 13:00;15.60;82.08;117.22;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 13:30;15.60;83.78;111.75;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 14:00;15.58;83.76;70.55;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 14:30;15.62;83.62;68.07;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 15:00;15.48;83.86;36.67;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 15:30;15.40;84.48;18.26;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 16:00;15.36;85.03;12.65;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 16:30;15.31;85.11;12.01;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 17:00;15.21;83.93;12.05;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 17:30;15.29;83.63;12.22;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 18:00;15.34;83.01;12.22;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 18:30;15.41;83.56;12.25;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 19:00;15.45;83.24;11.77;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 19:30;15.39;81.83;12.36;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 20:00;15.43;81.28;12.01;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 20:30;15.40;81.24;12.41;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 21:00;15.39;82.34;12.12;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 21:30;15.39;82.71;12.16;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 22:00;15.38;81.63;12.12;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 22:30;15.34;80.77;11.84;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;05/01/2024 23:00;15.36;81.75;12.12;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;05/01/2024 23:30;15.38;83.10;12.81;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;06/01/2024 00:00;15.37;83.57;12.19;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;06/01/2024 00:30;15.33;84.27;12.35;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;06/01/2024 01:00;15.36;84.63;12.37;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;06/01/2024 01:30;15.35;83.44;11.96;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;06/01/2024 02:00;15.38;82.43;12.47;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;06/01/2024 02:30;15.38;81.07;11.95;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;06/01/2024 03:00;15.38;82.15;12.33;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;06/01/2024 03:30;15.38;83.31;12.48;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;06/01/2024 04:00;15.40;83.89;12.13;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;06/01/2024 04:30;15.37;85.46;12.17;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;06/01/2024 05:00;15.32;86.16;11.73;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;06/01/2024 05:30;15.35;86.66;12.20;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;06/01/2024 06:00;15.34;86.21;12.22;0.00
